mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.14650306701660157,0.016441700365214685,0.004111528396606445,0.0009057776928748457,0.1,{'learning_rate': 0.1},0.788427869114606,0.7968545628246884,0.8251747099156119,0.8083286634142053,0.8180724083355316,0.8073716427209288,0.013430167555737667,1
0.14971985816955566,0.004522307289617789,0.0038876056671142576,0.00043691361959723087,0.2,{'learning_rate': 0.2},0.764178317066737,0.7827497085406806,0.8126229287535163,0.7991392240242616,0.8013043502154226,0.7919989057201235,0.016866882167766332,2
0.13874464035034179,0.011804071449654462,0.0039635181427001955,0.0003794520303971935,0.35,{'learning_rate': 0.35},0.7465178640986356,0.7596694106439714,0.7771384109089311,0.7832505109440928,0.7836295392596501,0.7700411471710562,0.014631613776335263,3
0.1280350685119629,0.009969655625040243,0.004641342163085938,0.00045292237347296075,0.4,{'learning_rate': 0.4},0.7347583518641778,0.7581331842665271,0.7703835102408578,0.7757497967211674,0.7796391398487647,0.763732796588299,0.01620201311829333,4
0.13555598258972168,0.004508125810998113,0.003678703308105469,0.0003466797197683581,0.5,{'learning_rate': 0.5},0.7286537654630616,0.7517935169606773,0.7418990638185654,0.760231243407173,0.7774148476655236,0.7519984874630001,0.016497187957295847,5
