iter	Logloss
377	0.1390818354
378	0.1390528592
379	0.1389302443
380	0.1388659485
381	0.1388496835
382	0.1388213987
383	0.1387667733
384	0.1387187713
385	0.1386736995
386	0.1385541059
387	0.1384879775
388	0.1384605356
389	0.1384002488
390	0.1383571725
391	0.1382330664
392	0.138174555
393	0.138134058
394	0.1380376183
395	0.1380002199
396	0.137959544
397	0.1379138977
398	0.1377999734
399	0.1377767663
400	0.1376709946
401	0.1376120157
402	0.1375781578
403	0.1375513366
404	0.1374593288
405	0.1374065994
406	0.1373782709
407	0.1373448237
408	0.137310007
409	0.1372540628
410	0.1371949428
411	0.1371622745
412	0.137112675
413	0.1370622438
414	0.137012949
415	0.1369684209
416	0.1369442654
417	0.1369061134
418	0.1368806654
419	0.1368492477
420	0.1367624786
421	0.1367259675
422	0.1366137424
423	0.1365784318
424	0.1365487593
425	0.1365112582
426	0.1364181661
427	0.136392703
428	0.1363406032
429	0.1363012591
430	0.1362185378
431	0.1361720249
432	0.1361495921
433	0.1361284323
434	0.1361048965
435	0.1360672805
436	0.1360315412
437	0.1359995321
438	0.1359653826
439	0.1358870645
440	0.1358416082
441	0.1358167646
442	0.135792633
443	0.1357599147
444	0.1356676206
445	0.1356333405
446	0.1355806038
447	0.1355493763
448	0.1355264567
449	0.1354593301
450	0.135421896
451	0.1353961135
452	0.1353589299
453	0.1353359938
454	0.1353164696
455	0.1352534329
456	0.1352331792
457	0.1351859863
458	0.1351430395
459	0.1351135284
460	0.1350400888
461	0.1350074246
462	0.1349574776
463	0.1349208486
464	0.1348500808
465	0.1348254953
466	0.1347982149
467	0.1347506834
468	0.1346629173
469	0.1346145991
470	0.1345953785
471	0.1345766105
472	0.1345422644
473	0.13447233
474	0.1344395873
475	0.1344083075
476	0.1343773922
477	0.1343589992
478	0.1343200983
479	0.1342902392
480	0.1342626642
481	0.1341684351
482	0.1340900162
483	0.1340470388
484	0.1340247857
485	0.1339965956
486	0.1339736661
487	0.1339567762
488	0.1339297506
489	0.1339003773
490	0.1338636624
491	0.1338400314
492	0.1338197131
493	0.1337974306
494	0.133776599
495	0.1337375848
496	0.1336708913
497	0.1336537159
498	0.1336357049
499	0.1336130585
500	0.1335936958
501	0.133573281
502	0.133551787
503	0.1334892208
504	0.1334152621
505	0.133370148
506	0.1333002487
507	0.1332605395
508	0.1332390466
509	0.1332227351
510	0.1332038179
511	0.1331594783
512	0.1331427632
513	0.1331277604
514	0.1331072087
515	0.1330909056
516	0.1330207326
517	0.1329550742
518	0.1329267983
519	0.132897172
520	0.1328817142
521	0.1328241854
522	0.1328002181
523	0.1327821371
524	0.1327673599
525	0.1327054398
526	0.1326724276
527	0.1326520053
528	0.1326198807
529	0.1325997535
530	0.1325547013
531	0.13251759
532	0.1325014377
533	0.1324825929
534	0.1324244724
535	0.1323658523
536	0.1323428126
537	0.1323200335
538	0.1323040755
539	0.1322484393
540	0.1322343527
541	0.1321923556
542	0.132137958
543	0.1321235398
544	0.1320531646
545	0.1320380387
546	0.1320191986
547	0.1320019196
548	0.1319568164
549	0.1319431921
550	0.1318776129
551	0.1318636039
552	0.1318375771
553	0.1317732429
554	0.1317595939
555	0.1317381709
556	0.1316943212
557	0.1316327334
558	0.1315975913
559	0.1315636142
560	0.1315091707
561	0.1314813677
562	0.1314544131
563	0.1313836975
564	0.1313579613
565	0.1313100741
566	0.1312946781
567	0.1312464606
568	0.1312104018
569	0.1311616502
570	0.1310983433
571	0.1310801965
572	0.1310421004
573	0.131012542
574	0.1309761112
575	0.1309619589
576	0.1309029931
577	0.1308435753
578	0.1308260346
579	0.1308001732
580	0.1307656936
581	0.1307124494
582	0.130698405
583	0.1306243713
584	0.1305850908
585	0.1305281037
586	0.13047342
587	0.1304430363
588	0.1304260548
589	0.1303745672
590	0.1303618759
591	0.1303401931
592	0.1303020314
593	0.1302772842
594	0.1302203658
595	0.1301678069
596	0.1301381111
597	0.1300639928
598	0.1300482688
599	0.1299953363
600	0.129939527
601	0.1299064172
602	0.1298378931
603	0.1298256692
604	0.129804939
605	0.1297527081
606	0.1297323004
607	0.129695913
608	0.1296797484
609	0.1296569121
610	0.1296441154
611	0.1295921195
612	0.129564856
613	0.1295127438
614	0.1294833868
615	0.1294311351
616	0.1293955697
617	0.1293549196
618	0.129342027
619	0.1293212639
620	0.1292864523
621	0.1292189438
622	0.1291547359
623	0.1291222836
624	0.1291062171
625	0.1290800013
626	0.1290294827
627	0.1290038542
628	0.1289807921
629	0.1289504055
630	0.1289346663
631	0.1288818308
632	0.1288342462
633	0.1287834948
634	0.1287617794
635	0.1287358519
636	0.1286683691
637	0.1286488877
638	0.1285996139
639	0.1285733743
640	0.1285183332
641	0.1284812824
642	0.1284640227
643	0.1284114464
644	0.1283723275
645	0.1283073265
646	0.1282590545
647	0.1282382839
648	0.1281949334
649	0.1281709588
650	0.1281434319
651	0.1280951755
652	0.1280360858
653	0.1280073671
654	0.1279487727
655	0.1279254867
656	0.1279015956
657	0.1278656878
658	0.1278492399
659	0.1278083744
660	0.1277920618
661	0.1277545946
662	0.1277026797
663	0.1276874963
664	0.1276715439
665	0.1276478997
666	0.1276302475
667	0.1275687144
668	0.1274932428
669	0.1274768769
670	0.127436739
671	0.1273650099
672	0.1273089535
673	0.1272869764
674	0.1272333131
675	0.1271795929
676	0.1271405771
677	0.1270890217
678	0.1270542084
679	0.1270362284
680	0.127004614
681	0.1269490038
682	0.1268999898
683	0.1268371903
684	0.1267899652
685	0.1267367813
686	0.1267153061
687	0.1267040241
688	0.1266536043
689	0.1266221769
690	0.1266111426
691	0.1265767958
692	0.1265601755
693	0.1265266147
694	0.1265052524
695	0.1264683257
696	0.1264091418
697	0.1263952942
698	0.1263627221
699	0.1263455233
700	0.1263188042
701	0.1263028624
702	0.1262727788
703	0.1262311492
704	0.1262003605
705	0.1261685424
706	0.1261172339
707	0.1260822053
708	0.1260237756
709	0.1259726499
710	0.1259273849
711	0.1258946491
712	0.1258370338
713	0.1258211082
714	0.1257591918
715	0.1257441873
716	0.1257135161
717	0.1256757445
718	0.1256249442
719	0.1255971099
720	0.125543411
721	0.1255279352
722	0.125484769
723	0.1254558992
724	0.1254030305
725	0.125371511
726	0.1253330777
727	0.1253024099
728	0.1252622758
729	0.1252249866
730	0.125172485
731	0.1251325042
732	0.125093992
733	0.1250459236
734	0.1250100992
735	0.1249747756
736	0.1249644968
737	0.124936085
738	0.1248787519
739	0.1248403194
740	0.1247865134
741	0.1247498993
742	0.1247183027
743	0.1246799307
744	0.1246357703
745	0.1245811416
746	0.1245297903
747	0.1245084872
748	0.1244720767
749	0.1244243729
750	0.1243736448
751	0.1243410639
752	0.1243172717
753	0.124276417
754	0.1242630707
755	0.1242158119
756	0.1241897231
757	0.1241296912
758	0.1240999781
759	0.1240543701
760	0.1240331071
761	0.123997885
762	0.1239550257
763	0.1239056229
764	0.123857376
765	0.1238289923
766	0.1238160142
767	0.1237891454
768	0.1237555521
769	0.1237140111
770	0.123668487
771	0.1236264627
772	0.1235982427
773	0.1235614887
774	0.123516727
775	0.1234819295
776	0.123445285
777	0.1234139531
778	0.1234014988
779	0.1233638354
780	0.1233422309
781	0.123294371
782	0.1232795765
783	0.1232576006
784	0.123182175
785	0.1231416274
786	0.1231264326
787	0.1231134725
788	0.1230928164
789	0.1230490154
790	0.1230330966
791	0.1229884416
792	0.1229499283
793	0.1228991537
794	0.1228611956
795	0.1228265226
796	0.1227788014
797	0.1227422273
798	0.1227073769
799	0.1226761142
800	0.1226590341
801	0.1226360955
802	0.1225993193
803	0.1225594298
804	0.1225291893
805	0.1225138633
806	0.1224804762
807	0.1224549295
808	0.1224114658
809	0.1223983503
810	0.1223606635
811	0.1223426782
812	0.1223128164
813	0.1222604232
814	0.1222329367
815	0.1222208969
816	0.1221801828
817	0.122142718
818	0.1221210761
819	0.1220918864
820	0.1220444181
821	0.1220169043
822	0.1219707436
823	0.1219570656
824	0.1219271279
825	0.12189342
826	0.1218547195
827	0.1218313031
828	0.12181208
829	0.1217729313
830	0.1217405226
831	0.1217083466
832	0.1216455174
833	0.1216185732
834	0.121594681
835	0.121566354
836	0.1215458648
837	0.1215130228
838	0.121490422
839	0.1214737286
840	0.1214551645
841	0.1214207835
842	0.1213859619
843	0.1213650229
844	0.1213370878
845	0.1213212257
846	0.1212780688
847	0.1212413196
848	0.1212200734
849	0.1211875984
850	0.1211587147
851	0.1211341415
852	0.1211185716
853	0.1210818189
854	0.121066542
855	0.1210356137
856	0.1209881741
857	0.1209599844
858	0.1209479404
859	0.1209205335
860	0.1208500496
861	0.1208359251
862	0.1208098431
863	0.1207830084
864	0.1207473539
865	0.1207134728
866	0.1206688649
867	0.1206092415
868	0.1205693448
869	0.1205448518
870	0.1205335075
871	0.1205234387
872	0.1205084647
873	0.1204743936
874	0.1204647359
875	0.1204300089
876	0.1203941716
877	0.120357736
878	0.1203399847
879	0.1203259674
880	0.1202983156
881	0.1202519687
882	0.1202188899
883	0.1202013852
884	0.1201805717
885	0.1201574303
886	0.1201196905
887	0.1200844001
888	0.1200644208
889	0.1200531102
890	0.1200328127
891	0.1199960571
892	0.1199620681
893	0.1199449766
894	0.1199118202
895	0.1198878442
896	0.1198543396
897	0.1198402477
898	0.1198065254
899	0.1197899704
900	0.1197467987
901	0.1197151636
902	0.1196921057
903	0.1196462639
904	0.1196293105
905	0.1196094556
906	0.1195773027
907	0.1195449945
908	0.1195137158
909	0.1194811537
910	0.1194700337
911	0.1194391111
912	0.1194075698
913	0.1193703897
914	0.1193371486
915	0.1193009757
916	0.1192647778
917	0.1192349345
918	0.1191922819
919	0.1191814648
920	0.1191439619
921	0.1191062698
922	0.1190679068
923	0.1190293679
924	0.1189971555
925	0.1189699315
926	0.1189341979
927	0.1189237816
928	0.1188941176
929	0.1188549001
930	0.1188319126
931	0.1188063079
932	0.1187674081
933	0.1187372603
934	0.1187186255
935	0.1186971891
936	0.118658903
937	0.1186401284
938	0.11861406
939	0.1185885396
940	0.1185640133
941	0.1185283548
942	0.1184899463
943	0.1184801752
944	0.1184600959
945	0.1184323757
946	0.1184049702
947	0.1183605404
948	0.1183305165
949	0.1182980717
950	0.1182877124
951	0.1182654566
952	0.1182554152
953	0.1182215519
954	0.1181792839
955	0.1181453863
956	0.1181307764
957	0.1180992123
958	0.1180737679
959	0.1180383967
960	0.1180189743
961	0.1179821873
962	0.1179412666
963	0.1179122471
964	0.1179010698
965	0.117883294
966	0.1178580841
967	0.1178400601
968	0.1178236073
969	0.1178076519
970	0.1177951447
971	0.1177829212
972	0.1177649237
973	0.1177364735
974	0.1177014287
975	0.1176709937
976	0.1176560001
977	0.1176151985
978	0.1175901341
979	0.1175762358
980	0.117555824
981	0.1175246504
982	0.1174984001
983	0.117472385
984	0.117446877
985	0.1174364157
986	0.1174046814
987	0.1173943929
988	0.1173776896
989	0.1173577932
990	0.1173317309
991	0.1173142688
992	0.1172806903
993	0.1172515001
994	0.1172280138
995	0.1172163156
996	0.1171926907
997	0.1171631234
998	0.1171510522
999	0.1171325382
